marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,sentiment
US,42640645,RLX9JP0AF8QL9,B00LCI2I7C,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,Y,Three Stars,Doesn't have as much space as I thought it has.,31-08-2015,0
US,9326215,R1H267N5WIK5RQ,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,Excellent device. HD is top notch. Sound is great. Would definately recommend Fire HD,31-08-2015,1
US,47999085,R2LFCJUVDIUDM2,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,Y,Three Stars,Just have to learn how to use,31-08-2015,0
US,12553662,R3STY187A5Z2KB,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,I'm happy with my new Kindle Fire,"I'm happy with my new Kindle Fire.  However, this is my second one because after a little more than a year, my first Kindle cannot be used since it refuses to charge up.  (Not happy about that!)",31-08-2015,1
US,30393633,R3H9CPCNGZ7HKG,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,I was able to program the Kindle easily on my own,I thought I would have to ask a professional to set me up with my new Kindle Fire HD.  NOT SO. I was able to program the Kindle easily on my own.  All of my previous books were already there. (In the Clouds). I was also able to download a few songs on my own.  I am enjoying my Kindle Fire HD.,31-08-2015,1
US,7744783,R29PB20W5P6IIN,B00IKPW0UA,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,Great item,31-08-2015,1
US,38049708,RNFFGDP2PAS89,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Love My Kindle,I finally gave in a replaced my Paperwhite with a Fire. I really loved my Paperwhite and I think I'm going to love this as well. I use it every day and I get a little upset when I accidentally leave it at home and I don't have it with me.  This is one of the best purchases I've made for myself.,31-08-2015,1
US,19170251,R1GQCG6BUWXCP2,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Five Stars,Perfect size with great capabilities. Very excited that  I made the choice to finally purchase one of these.,31-08-2015,1
US,13951130,RIEWNO8Z8I1J5,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Great product!,We've bought several for family members!,31-08-2015,1
US,26713193,R22HNBX930OA6C,B00LCI2I7C,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Five Stars,I have a Kindle addiction!,31-08-2015,1
US,49091241,R2MF6AOUOVGORH,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,N,"Won't stay connected to the WiFi, am having to ...","Won't stay connected to the WiFi, am having to constantly log in no matter where I am (public, home, etc).",31-08-2015,0
US,768594,R1GXMSUUFVENK4,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,0,1,N,Y,The unit came with NO directions of use of any ...,The unit came with NO directions of use of any kind.  Don't know how to use it.  Guess I will have to buy a kindle.,31-08-2015,0
US,27325735,R25OU3I37Y1H8Y,B00IKPW0UA,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Good for kids,Overall it's good for the kids.  I don't take advantage of all the things it can do.  But some things are confusing like how apps are loaded and then given to other profiles.  Each app uses space and must be loaded to each profile.  So for me the same app is taking up space 3 places for each profile.  And if you delete an app from the main profile it does not delete from the others.  And for the kids profile I can seem to get it removed at all!  It's not in the device screen but still shows in settings-it's really confusing.,31-08-2015,1
US,111804,R2CSFZRDSZJVOT,B00LCHRQL6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,A good purchase.,Does everything I wanted it to do.,31-08-2015,1
US,12223745,R1LDGPAS333WJO,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,how did I ever get along without this.,"It works so well, and fast! Not using it much yet until case comes in for fear of scratching fab display!",31-08-2015,1
US,53092087,RISQLKYZ70X5Z,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,Y,Three Stars,Good value but the operating system is a little buggy. It periodically crashes and requires rebooting.,31-08-2015,0
US,47562014,R223GR8AVSH0AV,B00LCHS1FG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,2,0,0,N,Y,More trouble that it's worth (prefer the older model Kindle Fire),"I find that is not as easy to use as my regular Kindle Fire.  When I am reading the kindle it freezes up (because you hold it on the side).  Also you have to get out of it to brighten or darken your text that you are reading.  Lastly, the advertisements that come up every time you turn the HD Kindle Fire on are annoying.",31-08-2015,0
US,44804726,R36A36RBG7H4KH,B00LCHOCZY,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,2,0,0,N,Y,Great quality...,"Returned.  Prefer a more open android tablet.  As far as quality...it is Amazon and they never disappoint.  So, if you are a strict Amazonian - this tablet is for you.<br /><br />The 2 stars are personal choice, not quality.",30-08-2015,0
US,40762084,R3S8AYV78RCIWQ,B00LCHS1FG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Love it! Convenient and use the library to download ...,Love it!  Convenient and use the library to download books!  Should have done this a long time ago!,30-08-2015,1
US,6172621,RIWQM94XCZJPO,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Excellent sound. I love my new Kindle Fire HD,This generation has perfected the placement of all the ports. Very fast operation. Excellent sound. I love my new Kindle Fire HD!!,30-08-2015,1
US,34638758,R1DTNPBG41YBYJ,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,Y,Three Stars,Can't personalize or connect with google.,30-08-2015,0
US,32265733,R3IKJKT1409WWT,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,I love,It was a gift and  much appreciated.  I love it,30-08-2015,1
US,23048224,RBUHSGE7FX4AA,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,Love it.,30-08-2015,1
US,28153258,R1V2XEV53DGGSO,B00LCHS1FG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Nothing Short of Amazing.,"The sound is amazing. The video is the best. I don't bother watching the news on the television anymore, I go straight to my Kindle Fire.",30-08-2015,1
US,23890478,RFG5NZAUSNTA9,B00IKPW0UA,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,Y,Great for ebooks,"This is the first real tablet I've used with any success. I was once given a ProntoTec 7&#34; tablet and it was so useless, I was put off on tablets altogether. But the Kindle Fire actually works, and works well. It's quick, responds accurately to my touch, and makes an excellent Kindle ebook reader. I've been reading like crazy since I got it. It also performs fine for simple things like checking email and getting notices from my gmail calendar. For other uses, like games, or anything that involves text input, I'd rather be at my desktop with a big screen and good keyboard. That's not a knock on the Fire, it's just my preference. The point is that I haven't been downloading apps and using them. Other than sitting in my easy chair and reading, I can't think of anything I'd rather do on a tablet than on a desktop PC.<br /><br />I once read that Amazon sells the Kindles at below cost in the hope the buyers will spend money on the books, movies, videos, subscription services, etc. I don't know if that is true, but really, a tablet isn't of any value without the content, so any review of the Kindle Fire must address that. I have enjoyed my free trials of both Amazon Prime and Kindle Unlimited (KU). Both are paid services that give you privileges and &#34;free&#34; stuff (that you are paying for with your subscription). I have decided to cancel both at the end of the free trial period next week. I'm not saying they aren't worth it. I've found a couple of good TV series on Amazon Prime (Bosch, Sneaky Pete) and read some good books from KU. But after checking my reading wish list against the KU offerings, I find that most of them are available on Kindle for money, but are not in the KU or Prime catalog. So I would still have to pay for them. Similarly, the best movies on Amazon video are not included in Prime. So despite paying for these free downloads and streams through the subscription, I'd still pay full retail on top of that. I don't see the point of the subscriptionif that holds true. I've downloaded the Overdrive app so I can get some of these ebooks from my local library. I'll try that for awhile. I'll also check out the free books that are always being offered on Amazon and see how good or bad they are. I may go back to KU after I've compared that experience. And I may just start buying Kindle books without the subscriptions services. I really like the Kindle for book reading.<br /><br />Your needs and tastes may vary. I just urge you to consider how you're going to use the Kindle. The Fire does not allow access to the Google app store downloads. You have to get your apps from Amazon's store. Many are free, but you can't necessarily get the ones you would like that are available for Android phones and tablets. Also, this model is wi-fi only, so it's not connected using the cell service data plans. That works for me because I don't take it out of the house, but you may want to spring for something more expensive if you need to be always connected.",30-08-2015,1
US,50887301,R2TDWLHX1L1XUT,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Five Stars,Love it.,30-08-2015,1
US,21087083,R20SJL33XBJDTG,B00LCHRQL6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Five Stars,Great!,30-08-2015,1
US,9852950,R2WAIRGEM0LS38,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Kindle is the way to go.,"Kindle is like a little computer that is lite to carry n your pocketbook n take with u everywhere.  The site comes n clear n safe. I use this device, more than my laptop. I can't wait to explore what else it has to offer.",30-08-2015,1
US,30914466,R39YPW3MA4GMF3,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,N,Four Stars,Good choice,30-08-2015,1
US,15483840,R3K8565SSEPAA7,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,Y,I like everything about it except that I don't think the ...,I like everything about it except that I don't think the battery lasts as long as my other one did.,30-08-2015,1
US,29719540,R28A6S3NNTWKSS,B00KC6XV58,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,"Five Stars, only one request to make it easier to exit full screen. 😉",30-08-2015,1
US,25308587,R1C20D21ID5X0H,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,It is so easy to use. Books are easy to read and I carry it everywhere with me.,30-08-2015,1
US,39670099,R27L8TRSVSG82Y,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Five Stars,Great product,30-08-2015,1
US,35030828,R307TUR35MOOET,B00LCI2I7C,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,"Love it, everything I wanted in a kindle","Love it , everything I wanted in a kindle",30-08-2015,1
US,16026873,R1RAJV1XG13NCD,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Kind kindle,Great tablet from amazon love the new changes with HD and speed,30-08-2015,1
US,26448630,REWYNRABSBG08,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,in love,I have two. One for each of us. We both love them!!,30-08-2015,1
US,30494700,R199KXYSUDUN5D,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Love my Kindle Fire HD,"This is my 3rd Kindle.  First was only for reading, 2nd was Kindle Fire which I really liked but did not have enough storage capacity so I got this Kindle Fire HD that has more storage than I'll need.  I have books and games on it and can use for anything I want on the internet. Great product!",30-08-2015,1
US,15957128,RW58GPVWA6STI,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Another great Kindle,My third kindle and I have loved them all. Kindle support sucks but the device rocks.,30-08-2015,1
US,716040,R16IDB66K83LSK,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Fantastic!,Fantastic!😯,30-08-2015,1
US,32097408,R1M3RSOHPPPKOP,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,0,0,N,Y,We have two kindle fires. The 7 and the ...,We have two kindle fires. The 7 and the 6. They will not connect to my WiFi and if I finally get them to connect it only lasts for a few minutes. I have tried everything to fix but nothing works. I will never buy another kindle fire... Amazon doesn't offer any help to fix the problem.,30-08-2015,0
US,40584038,R2L1BIB8WU0GHY,B00LCI2I7C,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,2,0,0,N,Y,Bad sounding speakers!,My old kindle was actually a better one.The speakers on this one stink.sound is distorted and fuzzy at best.It sounds as if the speakers were blown from the day I got it.it's a fourth generation and if I had to buy again I wouldn't.,30-08-2015,0
US,11213838,R3TSMPQU9QXXYA,B00IKPW0UA,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,fire,I love my fire,30-08-2015,1
US,35318032,R1ZHNJ3F5OOQQH,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,1,1,N,Y,So far so good. Wanted a small reader that could also be ...,So far so good.  Wanted a small reader that could also be used to access my e-mail and this looks like it will fill the bill.  Will be able to travel and leave my laptop at home.  Love that it has a USB port.,30-08-2015,1
US,1187831,R3LX41UFKG4OG,B00IKPW0UA,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,love it,30-08-2015,1
US,7096326,RK8SS6CAJMT6R,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,0,0,N,Y,One Star,"Bad assemble, barely works.",30-08-2015,0
US,46671395,R73EUCWR96U8R,B00LCI2I7C,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Love it,i lve this tablet. it was a little different to get used to but now I love it. Very clear screen. Nice to hold. Very Durable!,30-08-2015,1
US,109329,R3BW7RP9PISH4H,B00IKPX4GY,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,Y,I like to use hard copy of instruction manuals but I ...,Cumbersome to use.  Ads pop up all the time.  Carousel hinders more than helps.  I like to use hard copy of instruction manuals but I cannot find a way to print one so ordered one.<br /><br />I think Amazon Prime is great.  The fire is an ok buy for the money.,30-08-2015,0
US,27773013,R2LM29OWBLG52X,B00IKPX4GY,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,it's great. This is my second Fire and my third ...,"Just received Kindle Fire last week and still getting used to it and learning new things. But so far, it's great. This is my second Fire and my third Kindle and thoroughly love it. I am an avid reader and would rather read from my kindle than a book.",30-08-2015,1
US,16634074,RP9XSID0IBDSM,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Perfectly Amazing!!!!!  ,Great product but hard to find a good case,30-08-2015,1
US,6842005,R6SLIT11M70C8,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Amazing,It's so much faster. It's screen is a bigger.,30-08-2015,1
US,11208721,R1SJYAKBAYFSFK,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,Y,Where can I find the link to install wechat on my kindle fire?,I love this device but tried so many times still can't get wechat installed on my kindle fire. Help!,30-08-2015,1
US,1241664,R2Y6CG2Y1YE8NA,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Five Stars,I love it.,29-08-2015,1
US,13131421,RGLR9RVUKQ9OO,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,Love it!,29-08-2015,1
US,51125642,R1CRTW6QA5N193,B00LCHS1FG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Very happy!,Works great. Couldn't be happier with this!,29-08-2015,1
US,22560229,R3G2VF9JY5SPE9,B00IKPX4GY,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,Y,Three Stars,i returned item,29-08-2015,0
US,13321663,R2IR9234ZD9YTW,B00KC6XV58,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Kindle For Life!!!!,This is my 3rd kindle. I received it for my birthday!!! The first one I gave to my niece and nephew. The 2nd one I gave to my son. I love it! It does everything that I need and with the prime membership I have access to so many free things from movies to songs! The picture quality is dramatically improved from my first one and I carry it with me all of time. Kudos to Amazon and I can't wait for the next big upgrade!!!,29-08-2015,1
US,117788,R3H0Z7KAN73F81,B00KC6XV58,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,love it,29-08-2015,1
US,17391623,R5QDPI4AM4FLS,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,Y,Not that great,Not that great. I bought for my granddaughters as a replacement and not big enough always saying delete out of room.Plus I thought it was all black like there old ones don't care for the white.,29-08-2015,0
US,41027412,R2EYTC74GZW1EN,B00IKPW0UA,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,N,Four Stars,💛💛💛,29-08-2015,1
US,1798122,R21LCDWVU5PXLL,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,Gift for grandson and he loves it!,29-08-2015,1
US,12475876,R3C8U38A1RU7NL,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,1,1,N,N,Highway ROBBERY!!!!!!,"My mother bought this and it started having problems 8 months after she bought it, well it quit working 8 days after the 1 year mark and they REFUSE to replace it (told us she has to pay for a replacement).  They said that they don't even fix their products...Why would you sell a product that you cannot repair.  Mom is on a fixed income and cannot afford to buy another one.  I have 4 different Kindle products at this moment and now will be getting rid of ALL of them and going to the Ipads (at least they fix their products)",29-08-2015,0
US,918524,R243R2OBAGOCI7,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Love It.,Great product.  Received earlier than expected.  Expect to enjoy it greatly,29-08-2015,1
US,559403,R3SZETX9GZ8ZAN,B00LCHS1FG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Love my Kindle!,"I am in love with my Kindle! It never freezes,with my other tablet could not even copy and paste.So easy to use and learn.Turned right around and let my daughter get one to!",29-08-2015,1
